source_id,alias,source_path,target_path,status,authority,operation,source_sha256,target_sha256,note
S044,C10,03_conversations/current_project/2026-07-04_检查文件冲突并规划后续文件_96ea9939.md,06_HISTORY/current_project/2026-07-04_检查文件冲突并规划后续文件_96ea9939.md,REFERENCE,REFERENCE,COPY,5620830bcf8f86b5ce1a3c2d30c6126f635616e4d8eb1aeb93a36ab7eac32a2a,5620830bcf8f86b5ce1a3c2d30c6126f635616e4d8eb1aeb93a36ab7eac32a2a,对话容器是历史证据；明确作者决定单独列EXPLICIT_AUTHOR_DECISION。
S045,C11,03_conversations/current_project/2026-07-06_魔潮危机下的联盟末日_f7a83f0c.md,06_HISTORY/current_project/2026-07-06_魔潮危机下的联盟末日_f7a83f0c.md,REFERENCE,REFERENCE,COPY,dee595a49e4e7e526c81b0bc5f86ac1c4e69b4266558fa455242a5acfbd5b33b,dee595a49e4e7e526c81b0bc5f86ac1c4e69b4266558fa455242a5acfbd5b33b,对话容器是历史证据；明确作者决定单独列EXPLICIT_AUTHOR_DECISION。
S046,C13,03_conversations/legacy_pre_project/2024-05-20_Crafting a Compelling Novel Prologue_f1340b54.md,06_HISTORY/legacy_pre_project/2024-05-20_Crafting a Compelling Novel Prologue_f1340b54.md,REFERENCE,REFERENCE,COPY,99d0b171fa33e2759c9a822fed0e3912048619c24f7fc93f6c233d9b1a46f364,99d0b171fa33e2759c9a822fed0e3912048619c24f7fc93f6c233d9b1a46f364,对话容器是历史证据；明确作者决定单独列EXPLICIT_AUTHOR_DECISION。
S047,C12,03_conversations/legacy_pre_project/2024-05-20_Crafting a Fanfiction Inspired by _The Amber Sword__cacdf287.md,06_HISTORY/legacy_pre_project/2024-05-20_Crafting a Fanfiction Inspired by _The Amber Sword__cacdf287.md,REFERENCE,REFERENCE,COPY,9be29394e602b9b680f39abd599a365a241731c6c5cdd65fce213b96232879e1,9be29394e602b9b680f39abd599a365a241731c6c5cdd65fce213b96232879e1,对话容器是历史证据；明确作者决定单独列EXPLICIT_AUTHOR_DECISION。
S048,C14,03_conversations/legacy_pre_project/2024-05-24_The Spark of a Conspiracy_129c0e05.md,06_HISTORY/legacy_pre_project/2024-05-24_The Spark of a Conspiracy_129c0e05.md,REFERENCE,REFERENCE,COPY,a4a8e61b35db0ecd21806e8f2fb7e1cc0dbbbed10c88b34418e32b9bea88a4e0,a4a8e61b35db0ecd21806e8f2fb7e1cc0dbbbed10c88b34418e32b9bea88a4e0,对话容器是历史证据；明确作者决定单独列EXPLICIT_AUTHOR_DECISION。
S049,,03_conversations/selected_conversations_clean.json,06_HISTORY/selected_conversations_clean.json,REFERENCE,REFERENCE,COPY,00796e9324b62083fa36d69625733412444d02c825fe13c00cf363bdf3c9e86c,00796e9324b62083fa36d69625733412444d02c825fe13c00cf363bdf3c9e86c,对话容器是历史证据；明确作者决定单独列EXPLICIT_AUTHOR_DECISION。
S050,,04_conversation_attachments/RECOVERED_ATTACHMENTS.csv,99_SOURCE_ARCHIVE_INDEX/04_conversation_attachments/RECOVERED_ATTACHMENTS.csv,REFERENCE,REFERENCE,COPY,3841385a33c44e8629a546cfafd1401c22fca978bd53ae5cb85c903b2ed5cc6e,3841385a33c44e8629a546cfafd1401c22fca978bd53ae5cb85c903b2ed5cc6e,原始导出/清单/元数据副本；容器不整体继承其中所载文本的权威。
S051,A13,04_conversation_attachments/recovered_text/2024-05-20_cacdf287_m003_a01_《琥珀之剑》_1-238_1-119.pdf.extracted.txt,04_REFERENCE/04_conversation_attachments/recovered_text/2024-05-20_cacdf287_m003_a01_《琥珀之剑》_1-238_1-119.pdf.extracted.txt,REFERENCE,REFERENCE,COPY,c35e0f5dad7c4b2ff4e476a50f3b82d3f909cc9a3310bbc6b88b53463d73e02c,c35e0f5dad7c4b2ff4e476a50f3b82d3f909cc9a3310bbc6b88b53463d73e02c,原著、参考附件、包装元数据或其他非正式正文。
S052,A14,04_conversation_attachments/recovered_text/2024-05-20_f1340b54_m003_a01_paste.txt,04_REFERENCE/04_conversation_attachments/recovered_text/2024-05-20_f1340b54_m003_a01_paste.txt,REFERENCE,REFERENCE,COPY,3c0b2aecbbad2c9d1507a8d87ce55874eced87dda9deca8bf573368319f3ae9a,3c0b2aecbbad2c9d1507a8d87ce55874eced87dda9deca8bf573368319f3ae9a,原著、参考附件、包装元数据或其他非正式正文。
S053,A15,04_conversation_attachments/recovered_text/2024-05-24_f1340b54_m039_a01_paste.txt,04_REFERENCE/04_conversation_attachments/recovered_text/2024-05-24_f1340b54_m039_a01_paste.txt,REFERENCE,REFERENCE,COPY,7e96a6f8654922af547a388e13a68c54c8bb29e90c8299203f160d4b56729bc4,7e96a6f8654922af547a388e13a68c54c8bb29e90c8299203f160d4b56729bc4,原著、参考附件、包装元数据或其他非正式正文。
S054,A16,04_conversation_attachments/recovered_text/2024-05-24_f1340b54_m039_a02_paste-2.txt,04_REFERENCE/04_conversation_attachments/recovered_text/2024-05-24_f1340b54_m039_a02_paste-2.txt,REFERENCE,REFERENCE,COPY,fd3659e0749a67ee72827a2918e08cac57ab589521ff9ae194cbfa07a1310e55,fd3659e0749a67ee72827a2918e08cac57ab589521ff9ae194cbfa07a1310e55,原著、参考附件、包装元数据或其他非正式正文。
S055,A01,04_conversation_attachments/recovered_text/2026-03-10_07b6e36b_m003_a01_白银宪章.md,05_SUPERSEDED/04_conversation_attachments/recovered_text/2026-03-10_07b6e36b_m003_a01_白银宪章.md,SUPERSEDED,historical text,COPY,71132e21db9116300df782602594f706223978a0f05e022ee07e5f485f5e7b56,71132e21db9116300df782602594f706223978a0f05e022ee07e5f485f5e7b56,有明确后续替代关系的旧正文；保留沿革。
S056,A02,04_conversation_attachments/recovered_text/2026-03-10_07b6e36b_m005_a01_白银枢密院.md,05_SUPERSEDED/04_conversation_attachments/recovered_text/2026-03-10_07b6e36b_m005_a01_白银枢密院.md,SUPERSEDED,historical text,COPY,ab166df6a5db2e88e0b088bb3d2057c1370a52998262668149ded3a6e06084ac,ab166df6a5db2e88e0b088bb3d2057c1370a52998262668149ded3a6e06084ac,有明确后续替代关系的旧正文；保留沿革。
S057,A03,04_conversation_attachments/recovered_text/2026-03-10_07b6e36b_m015_a01_议会片段.txt,04_REFERENCE/04_conversation_attachments/recovered_text/2026-03-10_07b6e36b_m015_a01_议会片段.txt,REFERENCE,REFERENCE,COPY,430668fe9f846bddae1d1ffeb4beacb27f5bdfac33c710eafe78433f6f05790a,430668fe9f846bddae1d1ffeb4beacb27f5bdfac33c710eafe78433f6f05790a,原著、参考附件、包装元数据或其他非正式正文。
S058,A04,04_conversation_attachments/recovered_text/2026-03-12_07b6e36b_m019_a01_月份相关.txt,04_REFERENCE/04_conversation_attachments/recovered_text/2026-03-12_07b6e36b_m019_a01_月份相关.txt,REFERENCE,REFERENCE,COPY,0c2085c7e470b46d43dcf4ad97d7633e57d521c9811ff3502c4720cb1850f12e,0c2085c7e470b46d43dcf4ad97d7633e57d521c9811ff3502c4720cb1850f12e,原著、参考附件、包装元数据或其他非正式正文。
S059,A05,04_conversation_attachments/recovered_text/2026-03-13_aa2fae6a_m029_a01_银烛会相关.rtf,04_REFERENCE/04_conversation_attachments/recovered_text/2026-03-13_aa2fae6a_m029_a01_银烛会相关.rtf,REFERENCE,REFERENCE,COPY,0ac36e0f061de26667bbd44ca6e9ca92df9a26bab9d32b545fc315ced07e2063,0ac36e0f061de26667bbd44ca6e9ca92df9a26bab9d32b545fc315ced07e2063,原著、参考附件、包装元数据或其他非正式正文。
S060,A06,04_conversation_attachments/recovered_text/2026-03-16_260d1cb0_m016_a01_unnamed_txt.extracted.txt,04_REFERENCE/04_conversation_attachments/recovered_text/2026-03-16_260d1cb0_m016_a01_unnamed_txt.extracted.txt,REFERENCE,REFERENCE,COPY,9fbe16eaf8a9d9bd1524a579c3faac2ace2d5ad40b664c08a1d94a4701411a4b,9fbe16eaf8a9d9bd1524a579c3faac2ace2d5ad40b664c08a1d94a4701411a4b,原著、参考附件、包装元数据或其他非正式正文。
S061,A07,04_conversation_attachments/recovered_text/2026-06-09_51a3bf13_m001_a01_环级认定规程_草案_v1_0_.md,05_SUPERSEDED/04_conversation_attachments/recovered_text/2026-06-09_51a3bf13_m001_a01_环级认定规程_草案_v1_0_.md,SUPERSEDED,historical text,COPY,f7615e4cd748e40a165786f109765c59f559a88abf29fabc9142e2fb1e90cd21,f7615e4cd748e40a165786f109765c59f559a88abf29fabc9142e2fb1e90cd21,有明确后续替代关系的旧正文；保留沿革。
S062,A08,04_conversation_attachments/recovered_text/2026-06-09_51a3bf13_m001_a02_法术环级标准_草案_v1_0_.md,05_SUPERSEDED/04_conversation_attachments/recovered_text/2026-06-09_51a3bf13_m001_a02_法术环级标准_草案_v1_0_.md,SUPERSEDED,historical text,COPY,3cccb7a6723a44c8a5d68781fba708e7cdf8eef432b8a42740b6a3322ae4f73e,3cccb7a6723a44c8a5d68781fba708e7cdf8eef432b8a42740b6a3322ae4f73e,有明确后续替代关系的旧正文；保留沿革。
S063,A09,04_conversation_attachments/recovered_text/2026-06-09_51a3bf13_m001_a03_禁魔分区规程_草案_v1_0_.md,05_SUPERSEDED/04_conversation_attachments/recovered_text/2026-06-09_51a3bf13_m001_a03_禁魔分区规程_草案_v1_0_.md,SUPERSEDED,historical text,COPY,97d262a0e5240243747a1b3bbb5c4986462247a259127d72ee1885f3206e57a3,97d262a0e5240243747a1b3bbb5c4986462247a259127d72ee1885f3206e57a3,有明确后续替代关系的旧正文；保留沿革。
S064,A10,04_conversation_attachments/recovered_text/2026-06-09_51a3bf13_m005_a01_魔法基本法_草案_v1_0_.md,05_SUPERSEDED/04_conversation_attachments/recovered_text/2026-06-09_51a3bf13_m005_a01_魔法基本法_草案_v1_0_.md,SUPERSEDED,historical text,COPY,01b705fe185774fd8a1b65f3f2b636f4cf12df390038ba0b7d3da092dcbc27c0,01b705fe185774fd8a1b65f3f2b636f4cf12df390038ba0b7d3da092dcbc27c0,有明确后续替代关系的旧正文；保留沿革。
S065,A11,04_conversation_attachments/recovered_text/2026-07-06_f7a83f0c_m001_a01_unnamed_txt.extracted.txt,04_REFERENCE/04_conversation_attachments/recovered_text/2026-07-06_f7a83f0c_m001_a01_unnamed_txt.extracted.txt,REFERENCE,REFERENCE,COPY,10bbe546b68930fa9a8c4292afd4589f2a284031782b20e2515c5718ecd80f93,10bbe546b68930fa9a8c4292afd4589f2a284031782b20e2515c5718ecd80f93,原著、参考附件、包装元数据或其他非正式正文。
S066,A12,04_conversation_attachments/recovered_text/2026-07-06_f7a83f0c_m009_a01_unnamed_txt.extracted.txt,04_REFERENCE/04_conversation_attachments/recovered_text/2026-07-06_f7a83f0c_m009_a01_unnamed_txt.extracted.txt,REFERENCE,REFERENCE,COPY,0aa795776c1472f7e31f5a1adc4a87365be2a30972f710cdc00aa3d17e3e327f,0aa795776c1472f7e31f5a1adc4a87365be2a30972f710cdc00aa3d17e3e327f,原著、参考附件、包装元数据或其他非正式正文。
S067,,04_conversation_attachments/UNRECOVERED_FILE_REFERENCES.csv,99_SOURCE_ARCHIVE_INDEX/04_conversation_attachments/UNRECOVERED_FILE_REFERENCES.csv,REFERENCE,REFERENCE,COPY,9a604defed5299af251d74f0b4e77d8afd0849ba2f44527d648b66aa8015162f,9a604defed5299af251d74f0b4e77d8afd0849ba2f44527d648b66aa8015162f,原始导出/清单/元数据副本；容器不整体继承其中所载文本的权威。
S068,,99_source_archive/claude_project_export.json,99_SOURCE_ARCHIVE_INDEX/99_source_archive/claude_project_export.json,REFERENCE,REFERENCE,COPY,29a214491501e629102cc82e6864b61ed798239c548b40fc93e36c84ce7a41ec,29a214491501e629102cc82e6864b61ed798239c548b40fc93e36c84ce7a41ec,原始导出/清单/元数据副本；容器不整体继承其中所载文本的权威。
S069,,99_source_archive/claude_project_memory_entry.json,99_SOURCE_ARCHIVE_INDEX/99_source_archive/claude_project_memory_entry.json,REFERENCE,CLAUDE_MEMORY,COPY,3d17d58762e749936be5cd90b771bb01190ffa058e0d49f4250baf36b2885487,3d17d58762e749936be5cd90b771bb01190ffa058e0d49f4250baf36b2885487,原始导出/清单/元数据副本；容器不整体继承其中所载文本的权威。
S070,,99_source_archive/selected_conversation_refs.json,99_SOURCE_ARCHIVE_INDEX/99_source_archive/selected_conversation_refs.json,REFERENCE,REFERENCE,COPY,370bc1dfc17c2838b831beb455f0c0011320a372e96ec4e82e7d980c563f2557,370bc1dfc17c2838b831beb455f0c0011320a372e96ec4e82e7d980c563f2557,原始导出/清单/元数据副本；容器不整体继承其中所载文本的权威。
AUDIT:92,,chatgpt_ready/CANON_INDEX.md,90_AUDIT/previous_chatgpt_ready/CANON_INDEX.md,REFERENCE,assistant inference,COPY,ab9cad85c213dc6319b14c8f7820ce23f3250574c7c539fc4c80aff6b791b871,ab9cad85c213dc6319b14c8f7820ce23f3250574c7c539fc4c80aff6b791b871,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:93,,chatgpt_ready/CONFLICTS.md,90_AUDIT/previous_chatgpt_ready/CONFLICTS.md,REFERENCE,assistant inference,COPY,9278ebac8090b400e8391e248f6f2f1f90d808256179fd3a395998bcdd26e43b,9278ebac8090b400e8391e248f6f2f1f90d808256179fd3a395998bcdd26e43b,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:94,,chatgpt_ready/conversations_index.md,90_AUDIT/previous_chatgpt_ready/conversations_index.md,REFERENCE,assistant inference,COPY,016c86974c6b4d9e23302025275b755cf5962a2fbe442e8f7ffd1ad7f62a54cb,016c86974c6b4d9e23302025275b755cf5962a2fbe442e8f7ffd1ad7f62a54cb,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:95,,chatgpt_ready/DECISION_LOG.md,90_AUDIT/previous_chatgpt_ready/DECISION_LOG.md,REFERENCE,assistant inference,COPY,b80b822093bb385a6b7066713976cf210f3273d4ca1b62ad9e849238b6365241,b80b822093bb385a6b7066713976cf210f3273d4ca1b62ad9e849238b6365241,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:96,,chatgpt_ready/DOCUMENT_REFACTOR_PLAN.md,90_AUDIT/previous_chatgpt_ready/DOCUMENT_REFACTOR_PLAN.md,REFERENCE,assistant inference,COPY,b05a57de00b03d7834c785786b4622b47d4e898ff3ff3c34f7ad7922c8a990a7,b05a57de00b03d7834c785786b4622b47d4e898ff3ff3c34f7ad7922c8a990a7,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:97,,chatgpt_ready/MAGIC_STATE_INTEGRATION.md,90_AUDIT/previous_chatgpt_ready/MAGIC_STATE_INTEGRATION.md,REFERENCE,assistant inference,COPY,080af7ca7b9582e2aed67d655d3e1cccff1fd62ad858784f6ea2abca06e7e118,080af7ca7b9582e2aed67d655d3e1cccff1fd62ad858784f6ea2abca06e7e118,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:98,,chatgpt_ready/OPEN_ISSUES.md,90_AUDIT/previous_chatgpt_ready/OPEN_ISSUES.md,REFERENCE,assistant inference,COPY,1083eed85351078dd964096c7a57097ed1e5652c11bebcfb23c3fe77c688be9b,1083eed85351078dd964096c7a57097ed1e5652c11bebcfb23c3fe77c688be9b,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:99,,chatgpt_ready/PROJECT_CHARTER.md,90_AUDIT/previous_chatgpt_ready/PROJECT_CHARTER.md,REFERENCE,assistant inference,COPY,2ca9080cd980e499a878d0e1f80808409b39293476194c8dcb071ad57257f9cf,2ca9080cd980e499a878d0e1f80808409b39293476194c8dcb071ad57257f9cf,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:100,,chatgpt_ready/PROJECT_STATE.md,90_AUDIT/previous_chatgpt_ready/PROJECT_STATE.md,REFERENCE,assistant inference,COPY,c05a479b4db855819a9a8379dedbd6435feca0e5229bea87eba169051f403f18,c05a479b4db855819a9a8379dedbd6435feca0e5229bea87eba169051f403f18,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:101,,chatgpt_ready/README.md,90_AUDIT/previous_chatgpt_ready/README.md,REFERENCE,assistant inference,COPY,3d1c970cb0d7efb24e5dd666d3e0de1b259b70d0781421cfb787d3f8f2736e12,3d1c970cb0d7efb24e5dd666d3e0de1b259b70d0781421cfb787d3f8f2736e12,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:102,,chatgpt_ready/ROADMAP.md,90_AUDIT/previous_chatgpt_ready/ROADMAP.md,REFERENCE,assistant inference,COPY,d3100cad6f78eb2ab790deaa0970e41fbfda8221facbc279a44fb20d64a638dc,d3100cad6f78eb2ab790deaa0970e41fbfda8221facbc279a44fb20d64a638dc,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:103,,chatgpt_ready/SOURCE_INDEX.md,90_AUDIT/previous_chatgpt_ready/SOURCE_INDEX.md,REFERENCE,assistant inference,COPY,17b0a5cce3d75640ed6db34177b9c405a341432b7a3a36296a6952f8a5408e1a,17b0a5cce3d75640ed6db34177b9c405a341432b7a3a36296a6952f8a5408e1a,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:104,,chatgpt_ready/source_map/__pycache__/audit_tools.cpython-313.pyc,90_AUDIT/previous_chatgpt_ready/source_map/__pycache__/audit_tools.cpython-313.pyc,REFERENCE,assistant inference,COPY,54e6f283c1cf76d10cd415eee0c45e3c2a5b3ead4d3e0bb9eca7255469a9551d,54e6f283c1cf76d10cd415eee0c45e3c2a5b3ead4d3e0bb9eca7255469a9551d,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:105,,chatgpt_ready/source_map/__pycache__/write_reports.cpython-313.pyc,90_AUDIT/previous_chatgpt_ready/source_map/__pycache__/write_reports.cpython-313.pyc,REFERENCE,assistant inference,COPY,2211f6859208df8319ff7d02c14be7fa1624130a6232cdbe3bfa7fbce8602307,2211f6859208df8319ff7d02c14be7fa1624130a6232cdbe3bfa7fbce8602307,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:106,,chatgpt_ready/source_map/A01_to_K12.diff,90_AUDIT/previous_chatgpt_ready/source_map/A01_to_K12.diff,REFERENCE,assistant inference,COPY,b23f66c28f7dd4a0ed120084b9e4ae4d788e496021d02d0b075e82e15a05da07,b23f66c28f7dd4a0ed120084b9e4ae4d788e496021d02d0b075e82e15a05da07,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:107,,chatgpt_ready/source_map/A02_to_K10.diff,90_AUDIT/previous_chatgpt_ready/source_map/A02_to_K10.diff,REFERENCE,assistant inference,COPY,7386fcb96d66cc238b0bf334f9c9d3614888f05397f16603e515c3571326d3fa,7386fcb96d66cc238b0bf334f9c9d3614888f05397f16603e515c3571326d3fa,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:108,,chatgpt_ready/source_map/A07_to_K21.diff,90_AUDIT/previous_chatgpt_ready/source_map/A07_to_K21.diff,REFERENCE,assistant inference,COPY,22a0f69ce5f0d946123b76dffc10c83e2e5cfc13c41b0f07f5cf78490940cd6f,22a0f69ce5f0d946123b76dffc10c83e2e5cfc13c41b0f07f5cf78490940cd6f,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:109,,chatgpt_ready/source_map/A08_to_K15.diff,90_AUDIT/previous_chatgpt_ready/source_map/A08_to_K15.diff,REFERENCE,assistant inference,COPY,1f756e5b6a9e5370efa375018f6fcf0e0bd89d88b23d1fc6897e8b2fa9a715e6,1f756e5b6a9e5370efa375018f6fcf0e0bd89d88b23d1fc6897e8b2fa9a715e6,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:110,,chatgpt_ready/source_map/A09_to_K13.diff,90_AUDIT/previous_chatgpt_ready/source_map/A09_to_K13.diff,REFERENCE,assistant inference,COPY,573fef1d886ee51905592f85c305baa6ebda7edb654545b449bffe267cc0cd75,573fef1d886ee51905592f85c305baa6ebda7edb654545b449bffe267cc0cd75,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:111,,chatgpt_ready/source_map/A10_to_K20.diff,90_AUDIT/previous_chatgpt_ready/source_map/A10_to_K20.diff,REFERENCE,assistant inference,COPY,4d6e46402146524380385afda7b1db276b9d51ad9f15ca41dbe4fd24a5bef16a,4d6e46402146524380385afda7b1db276b9d51ad9f15ca41dbe4fd24a5bef16a,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:112,,chatgpt_ready/source_map/audit_findings.json,90_AUDIT/previous_chatgpt_ready/source_map/audit_findings.json,REFERENCE,assistant inference,COPY,00e1dd7d55901a289aac8c3d25689b1aa916e54cec880a11cb4cc42ba66d6967,00e1dd7d55901a289aac8c3d25689b1aa916e54cec880a11cb4cc42ba66d6967,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:113,,chatgpt_ready/source_map/audit_tools.py,90_AUDIT/previous_chatgpt_ready/source_map/audit_tools.py,REFERENCE,assistant inference,COPY,71732e7b7316b87c132db01e807d2d254f0d096f1cf39a96af543033addb22eb,71732e7b7316b87c132db01e807d2d254f0d096f1cf39a96af543033addb22eb,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:114,,chatgpt_ready/source_map/build_map.py,90_AUDIT/previous_chatgpt_ready/source_map/build_map.py,REFERENCE,assistant inference,COPY,57258685430b8ad4deceb5fe697af29e505d376a8715824eaf4e7436ac4ca8a7,57258685430b8ad4deceb5fe697af29e505d376a8715824eaf4e7436ac4ca8a7,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:115,,chatgpt_ready/source_map/cross_references.json,90_AUDIT/previous_chatgpt_ready/source_map/cross_references.json,REFERENCE,assistant inference,COPY,528806d964b5e9a3beff4434207d02466938dadc278ceae94f162b54635a6e58,528806d964b5e9a3beff4434207d02466938dadc278ceae94f162b54635a6e58,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:116,,chatgpt_ready/source_map/duplicate_groups.json,90_AUDIT/previous_chatgpt_ready/source_map/duplicate_groups.json,REFERENCE,assistant inference,COPY,4178aab19e0ab7b5ffa4acde534ba40625ef099e4b263b764b7fe774f7e3bb35,4178aab19e0ab7b5ffa4acde534ba40625ef099e4b263b764b7fe774f7e3bb35,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:117,,chatgpt_ready/source_map/export_consistency.json,90_AUDIT/previous_chatgpt_ready/source_map/export_consistency.json,REFERENCE,assistant inference,COPY,775ed91f2a813830837f00437a5659907eea5a27d4813c47d2e2934559f8e4be,775ed91f2a813830837f00437a5659907eea5a27d4813c47d2e2934559f8e4be,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:118,,chatgpt_ready/source_map/inspect_sources.py,90_AUDIT/previous_chatgpt_ready/source_map/inspect_sources.py,REFERENCE,assistant inference,COPY,e2529e376f148f0a0f5283fd8f6f505bbd58314d4b36158bbf5290c69c484389,e2529e376f148f0a0f5283fd8f6f505bbd58314d4b36158bbf5290c69c484389,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:119,,chatgpt_ready/source_map/integrity_check.json,90_AUDIT/previous_chatgpt_ready/source_map/integrity_check.json,REFERENCE,assistant inference,COPY,4b16a0ff6c9100ea272e0ff830cd1ab95b5f139692d746f6fecca4f724330eae,4b16a0ff6c9100ea272e0ff830cd1ab95b5f139692d746f6fecca4f724330eae,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:120,,chatgpt_ready/source_map/K16_to_K28.diff,90_AUDIT/previous_chatgpt_ready/source_map/K16_to_K28.diff,REFERENCE,assistant inference,COPY,f32d641184f8afecd47f6bddda729aaff1412e6e9e0bed21fdef90ebc8d3001d,f32d641184f8afecd47f6bddda729aaff1412e6e9e0bed21fdef90ebc8d3001d,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:121,,chatgpt_ready/source_map/K17_to_K27.diff,90_AUDIT/previous_chatgpt_ready/source_map/K17_to_K27.diff,REFERENCE,assistant inference,COPY,ff9b65316bc9c1892e6eedca68b2a431cc812e77b9e284cdbce9aef89af41bbc,ff9b65316bc9c1892e6eedca68b2a431cc812e77b9e284cdbce9aef89af41bbc,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:122,,chatgpt_ready/source_map/message_index.json,90_AUDIT/previous_chatgpt_ready/source_map/message_index.json,REFERENCE,assistant inference,COPY,1f99e2445acdeba167cf80e1978d1892450fc7e83ba40b7d7c67fbf8923fb72a,1f99e2445acdeba167cf80e1978d1892450fc7e83ba40b7d7c67fbf8923fb72a,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:123,,chatgpt_ready/source_map/missing_sources.md,90_AUDIT/previous_chatgpt_ready/source_map/missing_sources.md,REFERENCE,assistant inference,COPY,53df23b4fa8878b4f50d8d16be6cfdd71a578bf0e3eed088e0eb9d88db2beb73,53df23b4fa8878b4f50d8d16be6cfdd71a578bf0e3eed088e0eb9d88db2beb73,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:124,,chatgpt_ready/source_map/paragraph_index.jsonl,90_AUDIT/previous_chatgpt_ready/source_map/paragraph_index.jsonl,REFERENCE,assistant inference,COPY,369bcd57875b8c26de44af3b6eefd3a775ebe465664fa56a6c3ff974bc79cc27,369bcd57875b8c26de44af3b6eefd3a775ebe465664fa56a6c3ff974bc79cc27,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:125,,chatgpt_ready/source_map/phase1_snapshot/CANON_INDEX.md,90_AUDIT/previous_chatgpt_ready/source_map/phase1_snapshot/CANON_INDEX.md,REFERENCE,assistant inference,COPY,1ccf4f2b3a847118df63048d56f5cd89801067590c0da11f2424400b0b20b92e,1ccf4f2b3a847118df63048d56f5cd89801067590c0da11f2424400b0b20b92e,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:126,,chatgpt_ready/source_map/phase1_snapshot/CONFLICTS.md,90_AUDIT/previous_chatgpt_ready/source_map/phase1_snapshot/CONFLICTS.md,REFERENCE,assistant inference,COPY,37a92cb40ca64c6cd26a74b7c5d738d2eb6a094bec315a03ae43b26410b1cda1,37a92cb40ca64c6cd26a74b7c5d738d2eb6a094bec315a03ae43b26410b1cda1,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:127,,chatgpt_ready/source_map/phase1_snapshot/conversations_index.md,90_AUDIT/previous_chatgpt_ready/source_map/phase1_snapshot/conversations_index.md,REFERENCE,assistant inference,COPY,cdc6ec26067b5368971c96a192466d87587d04c0ad6ee5496f4a1d2dbcc1170b,cdc6ec26067b5368971c96a192466d87587d04c0ad6ee5496f4a1d2dbcc1170b,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:128,,chatgpt_ready/source_map/phase1_snapshot/DECISION_LOG.md,90_AUDIT/previous_chatgpt_ready/source_map/phase1_snapshot/DECISION_LOG.md,REFERENCE,assistant inference,COPY,e07a09041e92e08bc5dcaaab3475c61af433241ab8b9eb97613813b911e44d7c,e07a09041e92e08bc5dcaaab3475c61af433241ab8b9eb97613813b911e44d7c,历史审计完整副本；不可执行旧脚本覆盖当前结论。
AUDIT:129,,chatgpt_ready/source_map/phase1_snapshot/OPEN_ISSUES.md,90_AUDIT/previous_chatgpt_ready/source_map/phase1_snapshot/OPEN_ISSUES.md,REFERENCE,assistant inference,COPY,d4a90e6c5e8945f645b2d163f0766b2cbb9d049e667d2eb3c1d3c7d90f5c0b52,d4a90e6c5e8945f645b2d163f0766b2cbb9d049e667d2eb3c1d3c7d90f5c0b52,历史审计完整副本；不可执行旧脚本覆盖当前结论。
